company,drug_name,submission_type,submission_number,submission_status,submission_status_date,submission_class_code
GE HEALTHCARE,HYPAQUE,SUPPL,39,AP,19820318,MANUF (CMC)
GE HEALTHCARE,HYPAQUE,SUPPL,53,AP,19900226,MANUF (CMC)
GE HEALTHCARE,HYPAQUE,SUPPL,45,AP,19830125,MANUF (CMC)
GE HEALTHCARE,HYPAQUE,SUPPL,9,AP,19750529,MANUF (CMC)
GE HEALTHCARE,HYPAQUE,SUPPL,37,AP,19840124,EFFICACY
GE HEALTHCARE,HYPAQUE,SUPPL,51,AP,19851122,LABELING
GE HEALTHCARE,HYPAQUE,SUPPL,29,AP,19790215,MANUF (CMC)
GE HEALTHCARE,HYPAQUE,SUPPL,43,AP,19821018,MANUF (CMC)
GE HEALTHCARE,HYPAQUE,SUPPL,35,AP,19840116,LABELING
GE HEALTHCARE,HYPAQUE,SUPPL,27,AP,19790215,MANUF (CMC)
GE HEALTHCARE,HYPAQUE,SUPPL,41,AP,19850911,MANUF (CMC)
GE HEALTHCARE,HYPAQUE,SUPPL,19,AP,19760602,MANUF (CMC)
GE HEALTHCARE,HYPAQUE,SUPPL,33,AP,19831004,MANUF (CMC)
BARR,TRI-LEGEST FE,SUPPL,20,AP,20250618,LABELING
BARR,TRI-LEGEST FE,SUPPL,13,AP,20211015,LABELING
BARR,TRI-LEGEST FE,SUPPL,8,AP,20210806,LABELING
BARR,TRI-LEGEST FE,ORIG,1,AP,20071026,
BARR,TRI-LEGEST FE,SUPPL,9,AP,20210806,LABELING
SUN PHARM INDS LTD,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE,SUPPL,9,AP,20241031,REMS
SUN PHARM INDS LTD,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE,SUPPL,7,AP,20231215,LABELING
SUN PHARM INDS LTD,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE,SUPPL,5,AP,20191009,LABELING
SUN PHARM INDS LTD,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE,SUPPL,3,AP,20180918,REMS
SUN PHARM INDS LTD,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE,ORIG,1,AP,20000317,
SUN PHARM INDS LTD,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE,SUPPL,6,AP,20210304,LABELING
SUN PHARM INDS LTD,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE,SUPPL,4,AP,20180921,LABELING
SUN PHARM INDS LTD,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE,SUPPL,2,AP,20170331,LABELING
BAJAJ,AMANTADINE HYDROCHLORIDE,SUPPL,2,AP,20120217,LABELING
BAJAJ,AMANTADINE HYDROCHLORIDE,ORIG,1,AP,20020911,
BAJAJ,AMANTADINE HYDROCHLORIDE,SUPPL,1,AP,20120110,LABELING
LEDERLE,HETRAZAN,ORIG,1,AP,19501113,UNKNOWN
LEDERLE,HETRAZAN,SUPPL,6,AP,19910228,MANUF (CMC)
LEDERLE,HETRAZAN,SUPPL,4,AP,19850607,MANUF (CMC)
LEDERLE,HETRAZAN,SUPPL,2,AP,19850607,LABELING
LEDERLE,HETRAZAN,SUPPL,7,AP,19910510,MANUF (CMC)
LEDERLE,HETRAZAN,SUPPL,5,AP,19850607,MANUF (CMC)
LEDERLE,HETRAZAN,SUPPL,3,AP,19850607,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,11,AP,20090313,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,48,AP,19910326,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,46,AP,20090313,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,38,AP,20090313,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,52,AP,20010917,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,8,AP,20090313,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,36,AP,19850212,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,50,AP,19940811,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,28,AP,19820804,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,42,AP,19870615,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,6,AP,20090313,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,34,AP,19840629,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,26,AP,19820204,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,4,AP,19740925,S
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,40,AP,20090313,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,32,AP,19840511,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,24,AP,19810910,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,16,AP,19791220,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,30,AP,19850530,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,22,AP,19810416,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,14,AP,20090313,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,20,AP,19810109,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,10,AP,19790206,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,49,AP,19960215,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,ORIG,1,AP,19720620,TYPE 2
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,39,AP,19860919,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,53,AP,20021004,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,45,AP,20090313,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,9,AP,19781121,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,37,AP,19851023,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,51,AP,19940816,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,29,AP,19830503,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,43,AP,19870615,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,35,AP,20090313,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,27,AP,19820804,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,41,AP,20090313,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,19,AP,19800428,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,17,AP,19791220,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,31,AP,19841221,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,23,AP,20090313,LABELING
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,15,AP,19800104,MANUF (CMC)
BRISTOL MYERS SQUIBB,PROLIXIN DECANOATE,SUPPL,21,AP,19810323,MANUF (CMC)
WATSON LABS INC,DOBUTAMINE HYDROCHLORIDE,SUPPL,1,AP,20001208,MANUF (CMC)
WATSON LABS INC,DOBUTAMINE HYDROCHLORIDE,ORIG,1,AP,19980218,
WATSON LABS,INDAPAMIDE,SUPPL,6,AP,20020828,MANUF (CMC)
WATSON LABS,INDAPAMIDE,SUPPL,4,AP,20010905,MANUF (CMC)
WATSON LABS,INDAPAMIDE,SUPPL,2,AP,19980408,LABELING
WATSON LABS,INDAPAMIDE,SUPPL,7,AP,20021107,MANUF (CMC)
WATSON LABS,INDAPAMIDE,SUPPL,5,AP,20020828,MANUF (CMC)
WATSON LABS,INDAPAMIDE,SUPPL,3,AP,19991110,MANUF (CMC)
WATSON LABS,INDAPAMIDE,SUPPL,1,AP,19980806,MANUF (CMC)
WATSON LABS,INDAPAMIDE,ORIG,1,AP,19960926,
ACTAVIS ELIZABETH,ACYCLOVIR,ORIG,1,AP,19970826,
ACTAVIS ELIZABETH,ACYCLOVIR,SUPPL,6,AP,20011102,MANUF (CMC)
ACTAVIS ELIZABETH,ACYCLOVIR,SUPPL,4,AP,20010308,MANUF (CMC)
ACTAVIS ELIZABETH,ACYCLOVIR,SUPPL,2,AP,19980810,LABELING
ACTAVIS ELIZABETH,ACYCLOVIR,SUPPL,7,AP,20020423,LABELING
ACTAVIS ELIZABETH,ACYCLOVIR,SUPPL,14,AP,20041028,LABELING
ACTAVIS ELIZABETH,ACYCLOVIR,SUPPL,5,AP,20010501,MANUF (CMC)
ACTAVIS ELIZABETH,ACYCLOVIR,SUPPL,3,AP,20000717,LABELING
ACTAVIS ELIZABETH,ACYCLOVIR,SUPPL,1,AP,19980326,LABELING
BEDFORD,KETOROLAC TROMETHAMINE,ORIG,1,AP,19991025,
APOTEX,OLOPATADINE HYDROCHLORIDE,ORIG,1,AP,20151207,
APOTEX,OLOPATADINE HYDROCHLORIDE,SUPPL,7,AP,20200702,LABELING
AUROBINDO PHARMA,CYCLOBENZAPRINE HYDROCHLORIDE,SUPPL,4,AP,20130411,LABELING
AUROBINDO PHARMA,CYCLOBENZAPRINE HYDROCHLORIDE,ORIG,1,AP,20080926,
BAXTER HLTHCARE CORP,METOPROLOL TARTRATE,SUPPL,9,AP,20241112,LABELING
BAXTER HLTHCARE CORP,METOPROLOL TARTRATE,SUPPL,5,AP,20191024,LABELING
BAXTER HLTHCARE CORP,METOPROLOL TARTRATE,ORIG,1,AP,20130429,
BAXTER HLTHCARE CORP,METOPROLOL TARTRATE,SUPPL,8,AP,20231019,LABELING
ACTAVIS LABS FL INC,MIRTAZAPINE,SUPPL,1,AP,20060228,MANUF (CMC)
ACTAVIS LABS FL INC,MIRTAZAPINE,SUPPL,11,AP,20071107,LABELING
ACTAVIS LABS FL INC,MIRTAZAPINE,SUPPL,8,AP,20050714,LABELING
ACTAVIS LABS FL INC,MIRTAZAPINE,SUPPL,6,AP,20060228,LABELING
ACTAVIS LABS FL INC,MIRTAZAPINE,SUPPL,4,AP,20041123,LABELING
ACTAVIS LABS FL INC,MIRTAZAPINE,SUPPL,2,AP,20060228,LABELING
ACTAVIS LABS FL INC,MIRTAZAPINE,SUPPL,22,AP,20200225,LABELING
ACTAVIS LABS FL INC,MIRTAZAPINE,SUPPL,14,AP,20071107,LABELING
ACTAVIS LABS FL INC,MIRTAZAPINE,SUPPL,20,AP,20200225,LABELING
ACTAVIS LABS FL INC,MIRTAZAPINE,ORIG,1,AP,20031217,
ACTAVIS LABS FL INC,MIRTAZAPINE,SUPPL,7,AP,20060228,MANUF (CMC)
ACTAVIS LABS FL INC,MIRTAZAPINE,SUPPL,5,AP,20060228,MANUF (CMC)
RISING,ZOLPIDEM TARTRATE,SUPPL,18,AP,20191025,LABELING
RISING,ZOLPIDEM TARTRATE,SUPPL,14,AP,20191025,LABELING
RISING,ZOLPIDEM TARTRATE,SUPPL,12,AP,20150319,LABELING
RISING,ZOLPIDEM TARTRATE,ORIG,1,AP,20070423,
RISING,ZOLPIDEM TARTRATE,SUPPL,8,AP,20110121,LABELING
RISING,ZOLPIDEM TARTRATE,SUPPL,19,AP,20191025,LABELING
RISING,ZOLPIDEM TARTRATE,SUPPL,17,AP,20191025,LABELING
RISING,ZOLPIDEM TARTRATE,SUPPL,4,AP,20081119,LABELING
RISING,ZOLPIDEM TARTRATE,SUPPL,15,AP,20191025,LABELING
RISING,ZOLPIDEM TARTRATE,SUPPL,21,AP,20221121,LABELING
RISING,ZOLPIDEM TARTRATE,SUPPL,13,AP,20191025,LABELING
RISING,ZOLPIDEM TARTRATE,SUPPL,11,AP,20140331,LABELING
TEVA,METFORMIN HYDROCHLORIDE,SUPPL,15,AP,20190301,LABELING
TEVA,METFORMIN HYDROCHLORIDE,SUPPL,11,AP,20101022,LABELING
TEVA,METFORMIN HYDROCHLORIDE,SUPPL,9,AP,20100427,LABELING
TEVA,METFORMIN HYDROCHLORIDE,SUPPL,3,AP,20070103,LABELING
TEVA,METFORMIN HYDROCHLORIDE,SUPPL,16,AP,20190301,LABELING
TEVA,METFORMIN HYDROCHLORIDE,ORIG,1,AP,20050412,
TEVA,METFORMIN HYDROCHLORIDE,SUPPL,6,AP,20111213,LABELING
TEVA,METFORMIN HYDROCHLORIDE,SUPPL,4,AP,20070418,LABELING
LANNETT CO INC,TERBUTALINE SULFATE,SUPPL,4,AP,20110408,LABELING
LANNETT CO INC,TERBUTALINE SULFATE,ORIG,1,AP,20050325,
HIKMA,LOSARTAN POTASSIUM,SUPPL,8,AP,20140926,LABELING
HIKMA,LOSARTAN POTASSIUM,SUPPL,6,AP,20121219,LABELING
HIKMA,LOSARTAN POTASSIUM,SUPPL,2,AP,20110215,MANUF (CMC)
HIKMA,LOSARTAN POTASSIUM,SUPPL,14,AP,20220916,LABELING
HIKMA,LOSARTAN POTASSIUM,SUPPL,12,AP,20200930,LABELING
HIKMA,LOSARTAN POTASSIUM,SUPPL,10,AP,20160610,LABELING
HIKMA,LOSARTAN POTASSIUM,ORIG,1,AP,20101006,
HIKMA,LOSARTAN POTASSIUM,SUPPL,9,AP,20150613,LABELING
HIKMA,LOSARTAN POTASSIUM,SUPPL,7,AP,20130319,LABELING
HIKMA,LOSARTAN POTASSIUM,SUPPL,1,AP,20101116,LABELING
OXFORD PHARMS,LORAZEPAM,SUPPL,2,AP,20070914,LABELING
OXFORD PHARMS,LORAZEPAM,ORIG,1,AP,20060510,
SUN PHARM INDS LTD,ZOLPIDEM TARTRATE,ORIG,1,AP,20070423,
SUN PHARM INDS LTD,ZOLPIDEM TARTRATE,SUPPL,5,AP,20150521,LABELING
SUN PHARM INDS LTD,ZOLPIDEM TARTRATE,SUPPL,1,AP,20080904,LABELING
SUN PHARM INDS LTD,ZOLPIDEM TARTRATE,SUPPL,4,AP,20130909,LABELING
MYLAN,THIORIDAZINE HYDROCHLORIDE,SUPPL,4,AP,19840416,MANUF (CMC)
MYLAN,THIORIDAZINE HYDROCHLORIDE,SUPPL,3,AP,19840416,MANUF (CMC)
SUPERPHARM,CHLORDIAZEPOXIDE HYDROCHLORIDE,SUPPL,2,AP,19880615,LABELING
SUPERPHARM,CHLORDIAZEPOXIDE HYDROCHLORIDE,ORIG,1,AP,19850425,
SUPERPHARM,CHLORDIAZEPOXIDE HYDROCHLORIDE,SUPPL,3,AP,19891117,LABELING
SOLVAY,BUTABARBITAL SODIUM,ORIG,1,AP,19740614,
SANDOZ,NITROFURANTOIN,ORIG,1,AP,19701125,
INVATECH,PROMETHAZINE HYDROCHLORIDE,SUPPL,8,AP,19850208,MANUF (CMC)
INVATECH,PROMETHAZINE HYDROCHLORIDE,SUPPL,6,AP,19830817,MANUF (CMC)
ABC HOLDING,HYDRO-RESERP,SUPPL,3,AP,19820629,MANUF (CMC)
ABC HOLDING,HYDRO-RESERP,SUPPL,14,AP,19911231,LABELING
ABC HOLDING,HYDRO-RESERP,SUPPL,12,AP,19891106,LABELING
ABC HOLDING,HYDRO-RESERP,ORIG,1,AP,19791120,
ABC HOLDING,HYDRO-RESERP,SUPPL,8,AP,19830211,MANUF (CMC)
ABC HOLDING,HYDRO-RESERP,SUPPL,6,AP,19811102,MANUF (CMC)
ABC HOLDING,HYDRO-RESERP,SUPPL,15,AP,19920319,LABELING
ABC HOLDING,HYDRO-RESERP,SUPPL,2,AP,19820629,MANUF (CMC)
FOREST LABS,SUS-PHRINE SULFITE FREE,SUPPL,3,AP,19831026,LABELING
FOREST LABS,SUS-PHRINE SULFITE FREE,SUPPL,1,AP,20071207,EFFICACY
FOREST LABS,SUS-PHRINE SULFITE FREE,SUPPL,16,AP,19990205,LABELING
FOREST LABS,SUS-PHRINE SULFITE FREE,SUPPL,14,AP,19931220,LABELING
FOREST LABS,SUS-PHRINE SULFITE FREE,ORIG,1,AP,19510608,TYPE 5
FOREST LABS,SUS-PHRINE SULFITE FREE,SUPPL,12,AP,20071207,LABELING
FOREST LABS,SUS-PHRINE SULFITE FREE,SUPPL,8,AP,19851016,MANUF (CMC)
FOREST LABS,SUS-PHRINE SULFITE FREE,SUPPL,6,AP,19861119,MANUF (CMC)
FOREST LABS,SUS-PHRINE SULFITE FREE,SUPPL,2,AP,19831026,MANUF (CMC)
FOREST LABS,SUS-PHRINE SULFITE FREE,SUPPL,17,AP,19981007,MANUF (CMC)
FOREST LABS,SUS-PHRINE SULFITE FREE,SUPPL,15,AP,19950208,MANUF (CMC)
FOREST LABS,SUS-PHRINE SULFITE FREE,SUPPL,11,AP,19900119,MANUF (CMC)
FOREST LABS,SUS-PHRINE SULFITE FREE,SUPPL,9,AP,20071207,LABELING
FOREST LABS,SUS-PHRINE SULFITE FREE,SUPPL,7,AP,19841206,MANUF (CMC)
FOREST LABS,SUS-PHRINE SULFITE FREE,SUPPL,5,AP,19831026,LABELING
WATSON LABS,PROMETHAZINE HYDROCHLORIDE,SUPPL,4,AP,19860513,MANUF (CMC)
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,7,AP,19811026,MANUF (CMC)
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,13,AP,19860610,MANUF (CMC)
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,5,AP,19811216,LABELING
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,ORIG,1,AP,19801003,TYPE 5
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,11,AP,19850403,MANUF (CMC)
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,3,AP,19801210,MANUF (CMC)
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,1,AP,19810102,MANUF (CMC)
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,18,AP,19900911,MANUF (CMC)
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,16,AP,19880422,LABELING
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,8,AP,19830117,LABELING
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,14,AP,19860610,LABELING
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,6,AP,19841210,MANUF (CMC)
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,12,AP,19851125,LABELING
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,4,AP,19801230,MANUF (CMC)
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,10,AP,19850628,MANUF (CMC)
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,2,AP,19801211,MANUF (CMC)
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,9,AP,19860218,MANUF (CMC)
B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,SUPPL,15,AP,19871231,LABELING
ALPHARMA US PHARMS,CHLORPROMAZINE HYDROCHLORIDE,ORIG,1,AP,19801110,
ELKINS SINN,AMINOPHYLLINE,SUPPL,14,AP,19920929,MANUF (CMC)
ELKINS SINN,AMINOPHYLLINE,SUPPL,12,AP,19910131,LABELING
ELKINS SINN,AMINOPHYLLINE,SUPPL,8,AP,19870608,MANUF (CMC)
ELKINS SINN,AMINOPHYLLINE,SUPPL,10,AP,19890209,MANUF (CMC)
ELKINS SINN,AMINOPHYLLINE,SUPPL,6,AP,19861103,MANUF (CMC)
ELKINS SINN,AMINOPHYLLINE,SUPPL,2,AP,19830214,MANUF (CMC)
ELKINS SINN,AMINOPHYLLINE,SUPPL,13,AP,19910329,LABELING
ELKINS SINN,AMINOPHYLLINE,SUPPL,11,AP,19890209,MANUF (CMC)
ELKINS SINN,AMINOPHYLLINE,SUPPL,7,AP,19870325,MANUF (CMC)
ELKINS SINN,AMINOPHYLLINE,SUPPL,5,AP,19851118,MANUF (CMC)
ELKINS SINN,AMINOPHYLLINE,ORIG,1,AP,19810211,
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,9,AP,19860819,MANUF (CMC)
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,11,AP,19860819,MANUF (CMC)
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ORIG,1,AP,19820413,
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,28,AP,19920403,MANUF (CMC)
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,26,AP,19900531,LABELING
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,32,AP,19960924,LABELING
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,16,AP,19870401,MANUF (CMC)
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,30,AP,19920403,MANUF (CMC)
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,22,AP,19871019,MANUF (CMC)
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,20,AP,19871019,MANUF (CMC)
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,10,AP,19860819,MANUF (CMC)
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,2,AP,19850801,MANUF (CMC)
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,27,AP,19911127,LABELING
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,19,AP,19871019,MANUF (CMC)
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,33,AP,19981201,MANUF (CMC)
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,25,AP,19890117,LABELING
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,17,AP,19870406,MANUF (CMC)
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,31,AP,19941223,MANUF (CMC)
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,23,AP,19880422,MANUF (CMC)
MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,SUPPL,21,AP,19871019,MANUF (CMC)
ENDO OPERATIONS,LAMOTRIGINE,SUPPL,8,AP,20211109,LABELING
ENDO OPERATIONS,LAMOTRIGINE,SUPPL,6,AP,20200210,LABELING
ENDO OPERATIONS,LAMOTRIGINE,SUPPL,4,AP,20150619,LABELING
ENDO OPERATIONS,LAMOTRIGINE,SUPPL,7,AP,20200210,LABELING
ENDO OPERATIONS,LAMOTRIGINE,SUPPL,5,AP,20150619,LABELING
ENDO OPERATIONS,LAMOTRIGINE,SUPPL,3,AP,20150619,LABELING
ENDO OPERATIONS,LAMOTRIGINE,SUPPL,1,AP,20140424,LABELING
ENDO OPERATIONS,LAMOTRIGINE,ORIG,1,AP,20130118,UNKNOWN
ELITE LABS,PHENTERMINE HYDROCHLORIDE,ORIG,1,AP,20120928,
ELITE LABS,PHENTERMINE HYDROCHLORIDE,SUPPL,1,AP,20121205,LABELING
ELITE LABS,PHENTERMINE HYDROCHLORIDE,SUPPL,2,AP,20170531,LABELING
AVET LIFESCIENCES,LEVOFLOXACIN,SUPPL,9,AP,20181018,LABELING
AVET LIFESCIENCES,LEVOFLOXACIN,ORIG,1,AP,20130124,UNKNOWN
AVET LIFESCIENCES,LEVOFLOXACIN,SUPPL,11,AP,20240111,LABELING
AVET LIFESCIENCES,LEVOFLOXACIN,SUPPL,1,AP,20160714,LABELING
AVET LIFESCIENCES,LEVOFLOXACIN,SUPPL,6,AP,20190417,LABELING
AVET LIFESCIENCES,LEVOFLOXACIN,SUPPL,12,AP,20240920,LABELING
AVET LIFESCIENCES,LEVOFLOXACIN,SUPPL,10,AP,20190503,LABELING
AVET LIFESCIENCES,LEVOFLOXACIN,SUPPL,2,AP,20160714,LABELING
CHARTWELL,MEMANTINE HYDROCHLORIDE,SUPPL,1,AP,20190628,LABELING
CHARTWELL,MEMANTINE HYDROCHLORIDE,ORIG,1,AP,20180711,
MICRO LABS,MEFENAMIC ACID,SUPPL,1,AP,20160121,LABELING
MICRO LABS,MEFENAMIC ACID,ORIG,1,AP,20101119,
MICRO LABS,MEFENAMIC ACID,SUPPL,8,AP,20220906,LABELING
MICRO LABS,MEFENAMIC ACID,SUPPL,6,AP,20191030,LABELING
MICRO LABS,MEFENAMIC ACID,SUPPL,4,AP,20191030,LABELING
MICRO LABS,MEFENAMIC ACID,SUPPL,11,AP,20250617,LABELING
MICRO LABS,MEFENAMIC ACID,SUPPL,7,AP,20191030,LABELING
EPIC PHARMA LLC,LATANOPROST,ORIG,1,AP,20110719,
EPIC PHARMA LLC,LATANOPROST,SUPPL,9,AP,20140922,MANUF (CMC)
ALEMBIC PHARMS LTD,IRBESARTAN,SUPPL,20,AP,20211208,LABELING
ALEMBIC PHARMS LTD,IRBESARTAN,SUPPL,3,AP,20161206,LABELING
ALEMBIC PHARMS LTD,IRBESARTAN,SUPPL,15,AP,20210506,LABELING
ALEMBIC PHARMS LTD,IRBESARTAN,SUPPL,6,AP,20181102,LABELING
ALEMBIC PHARMS LTD,IRBESARTAN,ORIG,1,AP,20121015,UNKNOWN
ALEMBIC PHARMS LTD,IRBESARTAN,SUPPL,16,AP,20211208,LABELING
PADAGIS US,TROSPIUM CHLORIDE,SUPPL,2,AP,20110801,MANUF (CMC)
PADAGIS US,TROSPIUM CHLORIDE,ORIG,1,AP,20101117,
PADAGIS US,TROSPIUM CHLORIDE,SUPPL,3,AP,20130829,LABELING
PADAGIS US,TROSPIUM CHLORIDE,SUPPL,1,AP,20110331,LABELING
SANDOZ INC,CISATRACURIUM BESYLATE PRESERVATIVE FREE,SUPPL,9,AP,20200723,LABELING
SANDOZ INC,CISATRACURIUM BESYLATE PRESERVATIVE FREE,SUPPL,13,AP,20240828,LABELING
SANDOZ INC,CISATRACURIUM BESYLATE PRESERVATIVE FREE,SUPPL,8,AP,20171227,LABELING
SANDOZ INC,CISATRACURIUM BESYLATE PRESERVATIVE FREE,ORIG,1,AP,20120203,
NORVIUM BIOSCIENCE,OXALIPLATIN,ORIG,1,AP,20120808,N/A
AUROBINDO PHARMA,CLOZAPINE,SUPPL,13,AP,20211110,REMS
